Date,Purchase_Bid,Sell_Bid,MCV,Final_Scheduled_Volume,MCP,Weighted_MCP_lag_1,Weighted_MCP_lag_2,Weighted_MCP_lag_3,Weighted_MCP_lag_4,Weighted_MCP_lag_5,Weighted_MCP_lag_6,Weighted_MCP_lag_7,Purchase_Bid_lag_1,Purchase_Bid_lag_2,Purchase_Bid_lag_3,Purchase_Bid_lag_4,Purchase_Bid_lag_5,Purchase_Bid_lag_6,Purchase_Bid_lag_7,Sell_Bid_lag_1,Sell_Bid_lag_2,Sell_Bid_lag_3,Sell_Bid_lag_4,Sell_Bid_lag_5,Sell_Bid_lag_6,Sell_Bid_lag_7
2023-09-25,216540.7,251397.5,120390.61,120390.61,5011.29,4534.38,4598.85,5675.6,5979.01,4537.76,4256.27,3974.76,165386.54,194025.73,211852.6,231232.74,228704.1,194531.43,192357.8,267763.69,250597.67,184945.73,191651.35,256387.58,274455.48,273238.78
2023-09-26,191484.0,269751.09,125684.37,125684.37,4098.14,5080.89,4534.38,4598.85,5675.6,5979.01,4537.76,4256.27,216540.7,165386.54,194025.73,211852.6,231232.74,228704.1,194531.43,251397.5,267763.69,250597.67,184945.73,191651.35,256387.58,274455.48
2023-09-27,226808.78,220336.64,123582.04,123582.04,5549.33,4135.04,5080.89,4534.38,4598.85,5675.6,5979.01,4537.76,191484.0,216540.7,165386.54,194025.73,211852.6,231232.74,228704.1,269751.09,251397.5,267763.69,250597.67,184945.73,191651.35,256387.58
2023-09-28,186035.13,251088.4,127266.7,127266.7,4650.59,5361.73,4135.04,5080.89,4534.38,4598.85,5675.6,5979.01,226808.78,191484.0,216540.7,165386.54,194025.73,211852.6,231232.74,220336.64,269751.09,251397.5,267763.69,250597.67,184945.73,191651.35
2023-09-29,266173.16,181032.26,142019.75,142019.75,6996.38,4672.58,5361.73,4135.04,5080.89,4534.38,4598.85,5675.6,186035.13,226808.78,191484.0,216540.7,165386.54,194025.73,211852.6,251088.4,220336.64,269751.09,251397.5,267763.69,250597.67,184945.73
2023-09-30,215228.62,183739.09,125271.82,125271.82,6116.4,6559.59,4672.58,5361.73,4135.04,5080.89,4534.38,4598.85,266173.16,186035.13,226808.78,191484.0,216540.7,165386.54,194025.73,181032.26,251088.4,220336.64,269751.09,251397.5,267763.69,250597.67
2023-10-01,178835.58,300057.77,135287.37,135287.37,3775.48,6083.06,6559.59,4672.58,5361.73,4135.04,5080.89,4534.38,215228.62,266173.16,186035.13,226808.78,191484.0,216540.7,165386.54,183739.09,181032.26,251088.4,220336.64,269751.09,251397.5,267763.69
2023-10-02,218723.88,334680.64,153529.29,153529.29,3492.0,3994.63,6083.06,6559.59,4672.58,5361.73,4135.04,5080.89,178835.58,215228.62,266173.16,186035.13,226808.78,191484.0,216540.7,300057.77,183739.09,181032.26,251088.4,220336.64,269751.09,251397.5
2023-10-03,253685.99,326870.84,177504.8,177504.8,4098.32,3642.72,3994.63,6083.06,6559.59,4672.58,5361.73,4135.04,218723.88,178835.58,215228.62,266173.16,186035.13,226808.78,191484.0,334680.64,300057.77,183739.09,181032.26,251088.4,220336.64,269751.09
2023-10-04,269673.69,307726.12,178940.7,178875.81,4103.06,4277.34,3642.72,3994.63,6083.06,6559.59,4672.58,5361.73,253685.99,218723.88,178835.58,215228.62,266173.16,186035.13,226808.78,326870.84,334680.64,300057.77,183739.09,181032.26,251088.4,220336.64
2023-10-05,368359.99,240124.95,198241.19,198241.19,6514.61,4228.01,4277.34,3642.72,3994.63,6083.06,6559.59,4672.58,269673.69,253685.99,218723.88,178835.58,215228.62,266173.16,186035.13,307726.12,326870.84,334680.64,300057.77,183739.09,181032.26,251088.4
2023-10-06,388530.48,228685.54,202873.17,202873.17,7607.84,6550.5,4228.01,4277.34,3642.72,3994.63,6083.06,6559.59,368359.99,269673.69,253685.99,218723.88,178835.58,215228.62,266173.16,240124.95,307726.12,326870.84,334680.64,300057.77,183739.09,181032.26
2023-10-07,394972.24,203411.45,188431.23,188431.23,8325.19,7537.8,6550.5,4228.01,4277.34,3642.72,3994.63,6083.06,388530.48,368359.99,269673.69,253685.99,218723.88,178835.58,215228.62,228685.54,240124.95,307726.12,326870.84,334680.64,300057.77,183739.09
2023-10-08,382602.41,202236.65,186429.63,186429.63,8148.43,8112.62,7537.8,6550.5,4228.01,4277.34,3642.72,3994.63,394972.24,388530.48,368359.99,269673.69,253685.99,218723.88,178835.58,203411.45,228685.54,240124.95,307726.12,326870.84,334680.64,300057.77
2023-10-09,441309.59,149539.03,143609.96,143609.96,9130.98,7925.18,8112.62,7537.8,6550.5,4228.01,4277.34,3642.72,382602.41,394972.24,388530.48,368359.99,269673.69,253685.99,218723.88,202236.65,203411.45,228685.54,240124.95,307726.12,326870.84,334680.64
2023-10-10,604901.71,126382.42,126382.26,126382.26,10000.0,8823.92,7925.18,8112.62,7537.8,6550.5,4228.01,4277.34,441309.59,382602.41,394972.24,388530.48,368359.99,269673.69,253685.99,149539.03,202236.65,203411.45,228685.54,240124.95,307726.12,326870.84
2023-10-11,649255.56,120127.69,120127.55,120127.55,10000.0,10000.0,8823.92,7925.18,8112.62,7537.8,6550.5,4228.01,604901.71,441309.59,382602.41,394972.24,388530.48,368359.99,269673.69,126382.42,149539.03,202236.65,203411.45,228685.54,240124.95,307726.12
2023-10-12,620185.64,130495.04,130494.95,130494.95,10000.0,10000.0,10000.0,8823.92,7925.18,8112.62,7537.8,6550.5,649255.56,604901.71,441309.59,382602.41,394972.24,388530.48,368359.99,120127.69,126382.42,149539.03,202236.65,203411.45,228685.54,240124.95
2023-10-13,518872.48,107334.43,107334.34,107334.34,10000.0,10000.0,10000.0,10000.0,8823.92,7925.18,8112.62,7537.8,620185.64,649255.56,604901.71,441309.59,382602.41,394972.24,388530.48,130495.04,120127.69,126382.42,149539.03,202236.65,203411.45,228685.54
2023-10-14,469132.47,125376.43,120778.19,120778.19,9019.86,10000.0,10000.0,10000.0,10000.0,8823.92,7925.18,8112.62,518872.48,620185.64,649255.56,604901.71,441309.59,382602.41,394972.24,107334.43,130495.04,120127.69,126382.42,149539.03,202236.65,203411.45
2023-10-15,252442.99,172722.5,127806.5,127806.5,7057.53,8862.03,10000.0,10000.0,10000.0,10000.0,8823.92,7925.18,469132.47,518872.48,620185.64,649255.56,604901.71,441309.59,382602.41,125376.43,107334.43,130495.04,120127.69,126382.42,149539.03,202236.65
2023-10-16,356863.11,149297.32,135795.57,135795.57,8678.85,7385.1,8862.03,10000.0,10000.0,10000.0,10000.0,8823.92,252442.99,469132.47,518872.48,620185.64,649255.56,604901.71,441309.59,172722.5,125376.43,107334.43,130495.04,120127.69,126382.42,149539.03
2023-10-17,385620.23,159077.94,148381.86,148381.86,8969.45,8623.28,7385.1,8862.03,10000.0,10000.0,10000.0,10000.0,356863.11,252442.99,469132.47,518872.48,620185.64,649255.56,604901.71,149297.32,172722.5,125376.43,107334.43,130495.04,120127.69,126382.42
2023-10-18,321977.07,210682.29,166443.63,166443.63,7299.13,8861.78,8623.28,7385.1,8862.03,10000.0,10000.0,10000.0,385620.23,356863.11,252442.99,469132.47,518872.48,620185.64,649255.56,159077.94,149297.32,172722.5,125376.43,107334.43,130495.04,120127.69
2023-10-19,299526.21,220918.73,161138.16,160871.82,6909.05,7116.37,8861.78,8623.28,7385.1,8862.03,10000.0,10000.0,321977.07,385620.23,356863.11,252442.99,469132.47,518872.48,620185.64,210682.29,159077.94,149297.32,172722.5,125376.43,107334.43,130495.04
2023-10-20,319588.39,197713.5,159771.86,159771.86,7045.33,6505.84,7116.37,8861.78,8623.28,7385.1,8862.03,10000.0,299526.21,321977.07,385620.23,356863.11,252442.99,469132.47,518872.48,220918.73,210682.29,159077.94,149297.32,172722.5,125376.43,107334.43
2023-10-21,252449.2,213243.8,134689.76,134689.76,5454.03,6697.91,6505.84,7116.37,8861.78,8623.28,7385.1,8862.03,319588.39,299526.21,321977.07,385620.23,356863.11,252442.99,469132.47,197713.5,220918.73,210682.29,159077.94,149297.32,172722.5,125376.43
2023-10-22,196355.52,279328.36,135258.44,135258.44,4144.32,5358.73,6697.91,6505.84,7116.37,8861.78,8623.28,7385.1,252449.2,319588.39,299526.21,321977.07,385620.23,356863.11,252442.99,213243.8,197713.5,220918.73,210682.29,159077.94,149297.32,172722.5
2023-10-23,210215.36,282234.64,149734.65,149734.65,4268.34,4331.96,5358.73,6697.91,6505.84,7116.37,8861.78,8623.28,196355.52,252449.2,319588.39,299526.21,321977.07,385620.23,356863.11,279328.36,213243.8,197713.5,220918.73,210682.29,159077.94,149297.32
2023-10-24,166120.34,311542.27,113270.0,113270.0,3496.38,4465.53,4331.96,5358.73,6697.91,6505.84,7116.37,8861.78,210215.36,196355.52,252449.2,319588.39,299526.21,321977.07,385620.23,282234.64,279328.36,213243.8,197713.5,220918.73,210682.29,159077.94
2023-10-25,244747.64,272459.5,145032.54,145032.54,4670.04,3496.05,4465.53,4331.96,5358.73,6697.91,6505.84,7116.37,166120.34,210215.36,196355.52,252449.2,319588.39,299526.21,321977.07,311542.27,282234.64,279328.36,213243.8,197713.5,220918.73,210682.29
2023-10-26,244954.63,264342.96,153547.65,153547.65,4968.0,4767.86,3496.05,4465.53,4331.96,5358.73,6697.91,6505.84,244747.64,166120.34,210215.36,196355.52,252449.2,319588.39,299526.21,272459.5,311542.27,282234.64,279328.36,213243.8,197713.5,220918.73
2023-10-27,219270.54,275069.23,156221.17,156221.17,4832.88,4946.12,4767.86,3496.05,4465.53,4331.96,5358.73,6697.91,244954.63,244747.64,166120.34,210215.36,196355.52,252449.2,319588.39,264342.96,272459.5,311542.27,282234.64,279328.36,213243.8,197713.5
2023-10-28,245889.82,280501.25,156845.42,156845.42,4814.23,4849.21,4946.12,4767.86,3496.05,4465.53,4331.96,5358.73,219270.54,244954.63,244747.64,166120.34,210215.36,196355.52,252449.2,275069.23,264342.96,272459.5,311542.27,282234.64,279328.36,213243.8
2023-10-29,209706.91,302438.85,142802.61,142802.61,3892.28,4912.64,4849.21,4946.12,4767.86,3496.05,4465.53,4331.96,245889.82,219270.54,244954.63,244747.64,166120.34,210215.36,196355.52,280501.25,275069.23,264342.96,272459.5,311542.27,282234.64,279328.36
2023-10-30,256845.21,305169.8,164112.78,164112.78,4535.46,3965.82,4912.64,4849.21,4946.12,4767.86,3496.05,4465.53,209706.91,245889.82,219270.54,244954.63,244747.64,166120.34,210215.36,302438.85,280501.25,275069.23,264342.96,272459.5,311542.27,282234.64
