Date,Purchase_Bid,Sell_Bid,MCV,Final_Scheduled_Volume,MCP,Weighted_MCP_lag_1,Weighted_MCP_lag_2,Weighted_MCP_lag_3,Weighted_MCP_lag_4,Weighted_MCP_lag_5,Weighted_MCP_lag_6,Weighted_MCP_lag_7,Purchase_Bid_lag_1,Purchase_Bid_lag_2,Purchase_Bid_lag_3,Purchase_Bid_lag_4,Purchase_Bid_lag_5,Purchase_Bid_lag_6,Purchase_Bid_lag_7,Sell_Bid_lag_1,Sell_Bid_lag_2,Sell_Bid_lag_3,Sell_Bid_lag_4,Sell_Bid_lag_5,Sell_Bid_lag_6,Sell_Bid_lag_7
2022-10-03,191469.97,342731.55,123651.34,123651.34,4197.78,3878.38,4884.75,5321.3,5476.08,5007.92,6616.62,5088.37,188989.03,187673.47,219938.17,234277.72,220719.52,281318.2,234813.15,357966.85,291337.45,246948.42,259866.99,245048.21,174047.96,246042.61
2022-10-04,208693.35,288335.69,134607.05,134607.05,4108.44,4220.7,3878.38,4884.75,5321.3,5476.08,5007.92,6616.62,191469.97,188989.03,187673.47,219938.17,234277.72,220719.52,281318.2,342731.55,357966.85,291337.45,246948.42,259866.99,245048.21,174047.96
2022-10-05,194539.43,318150.94,140928.2,140928.2,3406.17,4146.4,4220.7,3878.38,4884.75,5321.3,5476.08,5007.92,208693.35,191469.97,188989.03,187673.47,219938.17,234277.72,220719.52,288335.69,342731.55,357966.85,291337.45,246948.42,259866.99,245048.21
2022-10-06,223299.93,346946.66,163514.64,163514.64,3681.53,3507.7,4146.4,4220.7,3878.38,4884.75,5321.3,5476.08,194539.43,208693.35,191469.97,188989.03,187673.47,219938.17,234277.72,318150.94,288335.69,342731.55,357966.85,291337.45,246948.42,259866.99
2022-10-07,234029.2,335139.42,160529.15,160529.15,3989.91,3780.45,3507.7,4146.4,4220.7,3878.38,4884.75,5321.3,223299.93,194539.43,208693.35,191469.97,188989.03,187673.47,219938.17,346946.66,318150.94,288335.69,342731.55,357966.85,291337.45,246948.42
2022-10-08,185439.72,331352.81,133615.9,133615.9,3529.15,3933.21,3780.45,3507.7,4146.4,4220.7,3878.38,4884.75,234029.2,223299.93,194539.43,208693.35,191469.97,188989.03,187673.47,335139.42,346946.66,318150.94,288335.69,342731.55,357966.85,291337.45
2022-10-09,188770.96,367571.65,135473.54,135473.54,3294.11,3463.44,3933.21,3780.45,3507.7,4146.4,4220.7,3878.38,185439.72,234029.2,223299.93,194539.43,208693.35,191469.97,188989.03,331352.81,335139.42,346946.66,318150.94,288335.69,342731.55,357966.85
2022-10-10,207174.71,320023.58,125609.62,125609.62,3924.29,3240.64,3463.44,3933.21,3780.45,3507.7,4146.4,4220.7,188770.96,185439.72,234029.2,223299.93,194539.43,208693.35,191469.97,367571.65,331352.81,335139.42,346946.66,318150.94,288335.69,342731.55
2022-10-11,195203.48,350284.7,137757.58,137757.58,3630.33,4132.95,3240.64,3463.44,3933.21,3780.45,3507.7,4146.4,207174.71,188770.96,185439.72,234029.2,223299.93,194539.43,208693.35,320023.58,367571.65,331352.81,335139.42,346946.66,318150.94,288335.69
2022-10-12,215263.36,370956.24,133616.41,133616.41,3611.18,3681.25,4132.95,3240.64,3463.44,3933.21,3780.45,3507.7,195203.48,207174.71,188770.96,185439.72,234029.2,223299.93,194539.43,350284.7,320023.58,367571.65,331352.81,335139.42,346946.66,318150.94
2022-10-13,212568.71,326908.29,129984.4,129984.4,4132.99,3790.77,3681.25,4132.95,3240.64,3463.44,3933.21,3780.45,215263.36,195203.48,207174.71,188770.96,185439.72,234029.2,223299.93,370956.24,350284.7,320023.58,367571.65,331352.81,335139.42,346946.66
2022-10-14,199224.64,351689.03,126842.99,126842.99,3704.94,4349.29,3790.77,3681.25,4132.95,3240.64,3463.44,3933.21,212568.71,215263.36,195203.48,207174.71,188770.96,185439.72,234029.2,326908.29,370956.24,350284.7,320023.58,367571.65,331352.81,335139.42
2022-10-15,211836.99,344754.12,130280.2,130280.2,3808.99,3840.24,4349.29,3790.77,3681.25,4132.95,3240.64,3463.44,199224.64,212568.71,215263.36,195203.48,207174.71,188770.96,185439.72,351689.03,326908.29,370956.24,350284.7,320023.58,367571.65,331352.81
2022-10-16,182355.99,414815.2,139019.65,139019.65,3214.56,3940.67,3840.24,4349.29,3790.77,3681.25,4132.95,3240.64,211836.99,199224.64,212568.71,215263.36,195203.48,207174.71,188770.96,344754.12,351689.03,326908.29,370956.24,350284.7,320023.58,367571.65
2022-10-17,201454.99,382989.97,143866.64,143866.64,3677.9,3237.25,3940.67,3840.24,4349.29,3790.77,3681.25,4132.95,182355.99,211836.99,199224.64,212568.71,215263.36,195203.48,207174.71,414815.2,344754.12,351689.03,326908.29,370956.24,350284.7,320023.58
2022-10-18,211450.81,359837.72,135050.59,135050.59,3972.53,3817.61,3237.25,3940.67,3840.24,4349.29,3790.77,3681.25,201454.99,182355.99,211836.99,199224.64,212568.71,215263.36,195203.48,382989.97,414815.2,344754.12,351689.03,326908.29,370956.24,350284.7
2022-10-19,226212.78,340283.82,145847.98,145847.98,4335.87,4235.97,3817.61,3237.25,3940.67,3840.24,4349.29,3790.77,211450.81,201454.99,182355.99,211836.99,199224.64,212568.71,215263.36,359837.72,382989.97,414815.2,344754.12,351689.03,326908.29,370956.24
2022-10-20,237557.88,347083.66,150429.89,150429.89,4357.53,4547.37,4235.97,3817.61,3237.25,3940.67,3840.24,4349.29,226212.78,211450.81,201454.99,182355.99,211836.99,199224.64,212568.71,340283.82,359837.72,382989.97,414815.2,344754.12,351689.03,326908.29
2022-10-21,236895.68,355492.01,152439.46,152439.46,4318.98,4545.69,4547.37,4235.97,3817.61,3237.25,3940.67,3840.24,237557.88,226212.78,211450.81,201454.99,182355.99,211836.99,199224.64,347083.66,340283.82,359837.72,382989.97,414815.2,344754.12,351689.03
2022-10-22,232782.86,300802.03,142789.17,142789.17,4455.58,4436.34,4545.69,4547.37,4235.97,3817.61,3237.25,3940.67,236895.68,237557.88,226212.78,211450.81,201454.99,182355.99,211836.99,355492.01,347083.66,340283.82,359837.72,382989.97,414815.2,344754.12
2022-10-23,217422.0,326301.16,149861.53,149861.53,3890.65,4624.19,4436.34,4545.69,4547.37,4235.97,3817.61,3237.25,232782.86,236895.68,237557.88,226212.78,211450.81,201454.99,182355.99,300802.03,355492.01,347083.66,340283.82,359837.72,382989.97,414815.2
2022-10-24,160295.01,361927.7,122365.9,122365.9,3077.7,4084.1,4624.19,4436.34,4545.69,4547.37,4235.97,3817.61,217422.0,232782.86,236895.68,237557.88,226212.78,211450.81,201454.99,326301.16,300802.03,355492.01,347083.66,340283.82,359837.72,382989.97
2022-10-25,160677.08,434420.79,125302.69,125302.69,3036.19,3429.36,4084.1,4624.19,4436.34,4545.69,4547.37,4235.97,160295.01,217422.0,232782.86,236895.68,237557.88,226212.78,211450.81,361927.7,326301.16,300802.03,355492.01,347083.66,340283.82,359837.72
2022-10-26,183472.19,380935.12,141168.35,141168.35,2982.37,3171.69,3429.36,4084.1,4624.19,4436.34,4545.69,4547.37,160677.08,160295.01,217422.0,232782.86,236895.68,237557.88,226212.78,434420.79,361927.7,326301.16,300802.03,355492.01,347083.66,340283.82
2022-10-27,196839.38,341319.71,131933.37,131933.37,3661.53,3015.83,3171.69,3429.36,4084.1,4624.19,4436.34,4545.69,183472.19,160677.08,160295.01,217422.0,232782.86,236895.68,237557.88,380935.12,434420.79,361927.7,326301.16,300802.03,355492.01,347083.66
2022-10-28,239117.38,311880.92,155317.38,155317.38,4109.47,3807.87,3015.83,3171.69,3429.36,4084.1,4624.19,4436.34,196839.38,183472.19,160677.08,160295.01,217422.0,232782.86,236895.68,341319.71,380935.12,434420.79,361927.7,326301.16,300802.03,355492.01
2022-10-29,237912.23,324350.12,155270.03,155270.03,4046.54,4283.06,3807.87,3015.83,3171.69,3429.36,4084.1,4624.19,239117.38,196839.38,183472.19,160677.08,160295.01,217422.0,232782.86,311880.92,341319.71,380935.12,434420.79,361927.7,326301.16,300802.03
2022-10-30,215837.36,331854.43,146217.86,146217.86,3590.87,4246.44,4283.06,3807.87,3015.83,3171.69,3429.36,4084.1,237912.23,239117.38,196839.38,183472.19,160677.08,160295.01,217422.0,324350.12,311880.92,341319.71,380935.12,434420.79,361927.7,326301.16
2022-10-31,274635.57,303167.83,166276.56,166276.56,4480.1,3724.27,4246.44,4283.06,3807.87,3015.83,3171.69,3429.36,215837.36,237912.23,239117.38,196839.38,183472.19,160677.08,160295.01,331854.43,324350.12,311880.92,341319.71,380935.12,434420.79,361927.7
2022-11-01,247638.5,325120.65,164091.72,164091.72,4097.5,4651.35,3724.27,4246.44,4283.06,3807.87,3015.83,3171.69,274635.57,215837.36,237912.23,239117.38,196839.38,183472.19,160677.08,303167.83,331854.43,324350.12,311880.92,341319.71,380935.12,434420.79
2022-11-02,248062.54,306189.0,153336.62,153336.62,4243.67,4249.63,4651.35,3724.27,4246.44,4283.06,3807.87,3015.83,247638.5,274635.57,215837.36,237912.23,239117.38,196839.38,183472.19,325120.65,303167.83,331854.43,324350.12,311880.92,341319.71,380935.12
2022-11-03,263819.07,285667.45,159085.58,159023.58,4663.14,4387.05,4249.63,4651.35,3724.27,4246.44,4283.06,3807.87,248062.54,247638.5,274635.57,215837.36,237912.23,239117.38,196839.38,306189.0,325120.65,303167.83,331854.43,324350.12,311880.92,341319.71
2022-11-04,267117.66,275318.87,166300.62,166300.62,4817.89,4909.34,4387.05,4249.63,4651.35,3724.27,4246.44,4283.06,263819.07,248062.54,247638.5,274635.57,215837.36,237912.23,239117.38,285667.45,306189.0,325120.65,303167.83,331854.43,324350.12,311880.92
2022-11-05,290474.03,266494.72,173713.83,173713.83,5174.5,5048.29,4909.34,4387.05,4249.63,4651.35,3724.27,4246.44,267117.66,263819.07,248062.54,247638.5,274635.57,215837.36,237912.23,275318.87,285667.45,306189.0,325120.65,303167.83,331854.43,324350.12
2022-11-06,271311.56,286854.44,178181.22,178181.22,4380.49,5357.06,5048.29,4909.34,4387.05,4249.63,4651.35,3724.27,290474.03,267117.66,263819.07,248062.54,247638.5,274635.57,215837.36,266494.72,275318.87,285667.45,306189.0,325120.65,303167.83,331854.43
2022-11-07,287246.07,273079.98,183751.55,183751.55,5138.88,4479.48,5357.06,5048.29,4909.34,4387.05,4249.63,4651.35,271311.56,290474.03,267117.66,263819.07,248062.54,247638.5,274635.57,286854.44,266494.72,275318.87,285667.45,306189.0,325120.65,303167.83
2022-11-08,294416.54,300495.18,192408.94,192408.94,4653.94,5285.89,4479.48,5357.06,5048.29,4909.34,4387.05,4249.63,287246.07,271311.56,290474.03,267117.66,263819.07,248062.54,247638.5,273079.98,286854.44,266494.72,275318.87,285667.45,306189.0,325120.65
2022-11-09,290770.75,317240.28,180180.61,180180.61,4715.59,4760.0,5285.89,4479.48,5357.06,5048.29,4909.34,4387.05,294416.54,287246.07,271311.56,290474.03,267117.66,263819.07,248062.54,300495.18,273079.98,286854.44,266494.72,275318.87,285667.45,306189.0
2022-11-10,277304.33,314154.87,176065.35,176065.35,4685.94,4881.83,4760.0,5285.89,4479.48,5357.06,5048.29,4909.34,290770.75,294416.54,287246.07,271311.56,290474.03,267117.66,263819.07,317240.28,300495.18,273079.98,286854.44,266494.72,275318.87,285667.45
2022-11-11,251407.41,311699.98,155296.59,155296.59,4309.34,4853.6,4881.83,4760.0,5285.89,4479.48,5357.06,5048.29,277304.33,290770.75,294416.54,287246.07,271311.56,290474.03,267117.66,314154.87,317240.28,300495.18,273079.98,286854.44,266494.72,275318.87
2022-11-12,265831.11,299817.1,168317.72,168317.72,4406.12,4466.23,4853.6,4881.83,4760.0,5285.89,4479.48,5357.06,251407.41,277304.33,290770.75,294416.54,287246.07,271311.56,290474.03,311699.98,314154.87,317240.28,300495.18,273079.98,286854.44,266494.72
2022-11-13,243363.8,325592.87,153766.4,153766.4,3849.54,4507.67,4466.23,4853.6,4881.83,4760.0,5285.89,4479.48,265831.11,251407.41,277304.33,290770.75,294416.54,287246.07,271311.56,299817.1,311699.98,314154.87,317240.28,300495.18,273079.98,286854.44
2022-11-14,269741.09,297230.87,173374.78,173374.78,4524.67,3921.11,4507.67,4466.23,4853.6,4881.83,4760.0,5285.89,243363.8,265831.11,251407.41,277304.33,290770.75,294416.54,287246.07,325592.87,299817.1,311699.98,314154.87,317240.28,300495.18,273079.98
2022-11-15,254175.86,290102.37,163286.42,163286.42,4304.21,4689.87,3921.11,4507.67,4466.23,4853.6,4881.83,4760.0,269741.09,243363.8,265831.11,251407.41,277304.33,290770.75,294416.54,297230.87,325592.87,299817.1,311699.98,314154.87,317240.28,300495.18
2022-11-16,276245.64,290747.54,180141.61,180141.61,4634.68,4488.02,4689.87,3921.11,4507.67,4466.23,4853.6,4881.83,254175.86,269741.09,243363.8,265831.11,251407.41,277304.33,290770.75,290102.37,297230.87,325592.87,299817.1,311699.98,314154.87,317240.28
2022-11-17,284147.44,284325.63,185488.65,185488.65,4799.23,4782.33,4488.02,4689.87,3921.11,4507.67,4466.23,4853.6,276245.64,254175.86,269741.09,243363.8,265831.11,251407.41,277304.33,290747.54,290102.37,297230.87,325592.87,299817.1,311699.98,314154.87
2022-11-18,273710.97,262868.36,164862.33,164862.33,4861.51,4943.57,4782.33,4488.02,4689.87,3921.11,4507.67,4466.23,284147.44,276245.64,254175.86,269741.09,243363.8,265831.11,251407.41,284325.63,290747.54,290102.37,297230.87,325592.87,299817.1,311699.98
2022-11-19,273605.28,278795.01,168731.74,168731.74,4860.5,5076.27,4943.57,4782.33,4488.02,4689.87,3921.11,4507.67,273710.97,284147.44,276245.64,254175.86,269741.09,243363.8,265831.11,262868.36,284325.63,290747.54,290102.37,297230.87,325592.87,299817.1
2022-11-20,259821.83,322242.12,160840.68,160840.68,4024.1,5056.05,5076.27,4943.57,4782.33,4488.02,4689.87,3921.11,273605.28,273710.97,284147.44,276245.64,254175.86,269741.09,243363.8,278795.01,262868.36,284325.63,290747.54,290102.37,297230.87,325592.87
2022-11-21,261456.1,286586.88,156759.7,156759.7,4765.64,4093.35,5056.05,5076.27,4943.57,4782.33,4488.02,4689.87,259821.83,273605.28,273710.97,284147.44,276245.64,254175.86,269741.09,322242.12,278795.01,262868.36,284325.63,290747.54,290102.37,297230.87
2022-11-22,292478.81,299059.94,170738.23,170738.23,4890.65,5018.0,4093.35,5056.05,5076.27,4943.57,4782.33,4488.02,261456.1,259821.83,273605.28,273710.97,284147.44,276245.64,254175.86,286586.88,322242.12,278795.01,262868.36,284325.63,290747.54,290102.37
2022-11-23,267291.7,286803.67,161137.18,161137.18,4682.08,5153.88,5018.0,4093.35,5056.05,5076.27,4943.57,4782.33,292478.81,261456.1,259821.83,273605.28,273710.97,284147.44,276245.64,299059.94,286586.88,322242.12,278795.01,262868.36,284325.63,290747.54
2022-11-24,268958.1,269874.03,155737.85,155737.85,4871.0,5017.89,5153.88,5018.0,4093.35,5056.05,5076.27,4943.57,267291.7,292478.81,261456.1,259821.83,273605.28,273710.97,284147.44,286803.67,299059.94,286586.88,322242.12,278795.01,262868.36,284325.63
2022-11-25,272284.33,269357.39,158644.43,158644.43,4951.08,5243.36,5017.89,5153.88,5018.0,4093.35,5056.05,5076.27,268958.1,267291.7,292478.81,261456.1,259821.83,273605.28,273710.97,269874.03,286803.67,299059.94,286586.88,322242.12,278795.01,262868.36
2022-11-26,286716.99,296340.84,171357.02,171357.02,4953.52,5293.05,5243.36,5017.89,5153.88,5018.0,4093.35,5056.05,272284.33,268958.1,267291.7,292478.81,261456.1,259821.83,273605.28,269357.39,269874.03,286803.67,299059.94,286586.88,322242.12,278795.01
2022-11-27,240550.44,330962.37,159759.57,159759.57,4027.59,5256.5,5293.05,5243.36,5017.89,5153.88,5018.0,4093.35,286716.99,272284.33,268958.1,267291.7,292478.81,261456.1,259821.83,296340.84,269357.39,269874.03,286803.67,299059.94,286586.88,322242.12
2022-11-28,258953.15,322451.63,180718.73,180718.73,4419.54,4121.43,5256.5,5293.05,5243.36,5017.89,5153.88,5018.0,240550.44,286716.99,272284.33,268958.1,267291.7,292478.81,261456.1,330962.37,296340.84,269357.39,269874.03,286803.67,299059.94,286586.88
2022-11-29,270903.37,323490.31,183511.45,183511.45,4483.22,4633.5,4121.43,5256.5,5293.05,5243.36,5017.89,5153.88,258953.15,240550.44,286716.99,272284.33,268958.1,267291.7,292478.81,322451.63,330962.37,296340.84,269357.39,269874.03,286803.67,299059.94
2022-11-30,285963.46,315671.35,184322.69,184322.69,4750.39,4698.37,4633.5,4121.43,5256.5,5293.05,5243.36,5017.89,270903.37,258953.15,240550.44,286716.99,272284.33,268958.1,267291.7,323490.31,322451.63,330962.37,296340.84,269357.39,269874.03,286803.67
2022-12-01,247794.19,297046.55,167137.38,167137.38,4826.15,4996.56,4698.37,4633.5,4121.43,5256.5,5293.05,5243.36,285963.46,270903.37,258953.15,240550.44,286716.99,272284.33,268958.1,315671.35,323490.31,322451.63,330962.37,296340.84,269357.39,269874.03
2022-12-02,248680.37,312988.53,170348.3,170348.3,4726.99,5127.33,4996.56,4698.37,4633.5,4121.43,5256.5,5293.05,247794.19,285963.46,270903.37,258953.15,240550.44,286716.99,272284.33,297046.55,315671.35,323490.31,322451.63,330962.37,296340.84,269357.39
2022-12-03,294469.26,288329.74,180473.58,180473.58,5245.35,4980.23,5127.33,4996.56,4698.37,4633.5,4121.43,5256.5,248680.37,247794.19,285963.46,270903.37,258953.15,240550.44,286716.99,312988.53,297046.55,315671.35,323490.31,322451.63,330962.37,296340.84
2022-12-04,241119.33,315654.22,159131.6,159131.6,4155.47,5505.29,4980.23,5127.33,4996.56,4698.37,4633.5,4121.43,294469.26,248680.37,247794.19,285963.46,270903.37,258953.15,240550.44,288329.74,312988.53,297046.55,315671.35,323490.31,322451.63,330962.37
2022-12-05,252676.18,281988.77,158102.17,158102.17,5102.56,4299.52,5505.29,4980.23,5127.33,4996.56,4698.37,4633.5,241119.33,294469.26,248680.37,247794.19,285963.46,270903.37,258953.15,315654.22,288329.74,312988.53,297046.55,315671.35,323490.31,322451.63
2022-12-06,251377.15,296851.93,160206.63,160206.63,4766.95,5555.13,4299.52,5505.29,4980.23,5127.33,4996.56,4698.37,252676.18,241119.33,294469.26,248680.37,247794.19,285963.46,270903.37,281988.77,315654.22,288329.74,312988.53,297046.55,315671.35,323490.31
2022-12-07,277497.92,285443.71,165922.32,165922.32,5176.22,5127.8,5555.13,4299.52,5505.29,4980.23,5127.33,4996.56,251377.15,252676.18,241119.33,294469.26,248680.37,247794.19,285963.46,296851.93,281988.77,315654.22,288329.74,312988.53,297046.55,315671.35
2022-12-08,274780.73,287733.59,168509.62,168509.62,5068.01,5576.53,5127.8,5555.13,4299.52,5505.29,4980.23,5127.33,277497.92,251377.15,252676.18,241119.33,294469.26,248680.37,247794.19,285443.71,296851.93,281988.77,315654.22,288329.74,312988.53,297046.55
2022-12-09,277253.86,293367.72,171317.91,171317.91,5120.53,5349.66,5576.53,5127.8,5555.13,4299.52,5505.29,4980.23,274780.73,277497.92,251377.15,252676.18,241119.33,294469.26,248680.37,287733.59,285443.71,296851.93,281988.77,315654.22,288329.74,312988.53
2022-12-10,255616.33,333291.02,170945.32,170945.32,4268.29,5478.82,5349.66,5576.53,5127.8,5555.13,4299.52,5505.29,277253.86,274780.73,277497.92,251377.15,252676.18,241119.33,294469.26,293367.72,287733.59,285443.71,296851.93,281988.77,315654.22,288329.74
2022-12-11,212628.14,335550.59,137731.11,137731.11,3684.65,4453.74,5478.82,5349.66,5576.53,5127.8,5555.13,4299.52,255616.33,277253.86,274780.73,277497.92,251377.15,252676.18,241119.33,333291.02,293367.72,287733.59,285443.71,296851.93,281988.77,315654.22
2022-12-12,223659.32,308351.91,134932.33,134932.33,4208.06,3802.36,4453.74,5478.82,5349.66,5576.53,5127.8,5555.13,212628.14,255616.33,277253.86,274780.73,277497.92,251377.15,252676.18,335550.59,333291.02,293367.72,287733.59,285443.71,296851.93,281988.77
2022-12-13,208423.2,304409.51,130072.45,130072.45,4144.56,4474.59,3802.36,4453.74,5478.82,5349.66,5576.53,5127.8,223659.32,212628.14,255616.33,277253.86,274780.73,277497.92,251377.15,308351.91,335550.59,333291.02,293367.72,287733.59,285443.71,296851.93
2022-12-14,234040.91,295672.46,135547.71,135547.71,4249.75,4453.98,4474.59,3802.36,4453.74,5478.82,5349.66,5576.53,208423.2,223659.32,212628.14,255616.33,277253.86,274780.73,277497.92,304409.51,308351.91,335550.59,333291.02,293367.72,287733.59,285443.71
2022-12-15,251707.56,294918.29,146791.33,146791.33,4420.31,4514.82,4453.98,4474.59,3802.36,4453.74,5478.82,5349.66,234040.91,208423.2,223659.32,212628.14,255616.33,277253.86,274780.73,295672.46,304409.51,308351.91,335550.59,333291.02,293367.72,287733.59
2022-12-16,290042.91,274641.35,161467.54,161467.54,5037.04,4734.31,4514.82,4453.98,4474.59,3802.36,4453.74,5478.82,251707.56,234040.91,208423.2,223659.32,212628.14,255616.33,277253.86,294918.29,295672.46,304409.51,308351.91,335550.59,333291.02,293367.72
2022-12-17,296151.29,264116.21,163995.07,163995.07,5434.89,5330.57,4734.31,4514.82,4453.98,4474.59,3802.36,4453.74,290042.91,251707.56,234040.91,208423.2,223659.32,212628.14,255616.33,274641.35,294918.29,295672.46,304409.51,308351.91,335550.59,333291.02
2022-12-18,292695.59,285570.65,174483.47,174483.47,4886.8,5684.98,5330.57,4734.31,4514.82,4453.98,4474.59,3802.36,296151.29,290042.91,251707.56,234040.91,208423.2,223659.32,212628.14,264116.21,274641.35,294918.29,295672.46,304409.51,308351.91,335550.59
2022-12-19,313224.98,250574.43,168158.43,168158.43,5925.16,5159.95,5684.98,5330.57,4734.31,4514.82,4453.98,4474.59,292695.59,296151.29,290042.91,251707.56,234040.91,208423.2,223659.32,285570.65,264116.21,274641.35,294918.29,295672.46,304409.51,308351.91
2022-12-20,296362.63,273004.34,174137.15,174137.15,5734.4,6180.29,5159.95,5684.98,5330.57,4734.31,4514.82,4453.98,313224.98,292695.59,296151.29,290042.91,251707.56,234040.91,208423.2,250574.43,285570.65,264116.21,274641.35,294918.29,295672.46,304409.51
2022-12-21,268017.04,263504.1,155896.67,155896.67,5451.0,5967.37,6180.29,5159.95,5684.98,5330.57,4734.31,4514.82,296362.63,313224.98,292695.59,296151.29,290042.91,251707.56,234040.91,273004.34,250574.43,285570.65,264116.21,274641.35,294918.29,295672.46
2022-12-22,280718.83,272216.75,164183.24,164183.24,5684.34,5849.52,5967.37,6180.29,5159.95,5684.98,5330.57,4734.31,268017.04,296362.63,313224.98,292695.59,296151.29,290042.91,251707.56,263504.1,273004.34,250574.43,285570.65,264116.21,274641.35,294918.29
2022-12-23,283814.38,267102.7,155039.85,155039.85,6070.49,6063.08,5849.52,5967.37,6180.29,5159.95,5684.98,5330.57,280718.83,268017.04,296362.63,313224.98,292695.59,296151.29,290042.91,272216.75,263504.1,273004.34,250574.43,285570.65,264116.21,274641.35
2022-12-24,276396.73,286595.26,159516.46,159516.46,5885.97,6464.29,6063.08,5849.52,5967.37,6180.29,5159.95,5684.98,283814.38,280718.83,268017.04,296362.63,313224.98,292695.59,296151.29,267102.7,272216.75,263504.1,273004.34,250574.43,285570.65,264116.21
2022-12-25,263652.81,283145.18,151775.66,151775.66,5169.75,6449.23,6464.29,6063.08,5849.52,5967.37,6180.29,5159.95,276396.73,283814.38,280718.83,268017.04,296362.63,313224.98,292695.59,286595.26,267102.7,272216.75,263504.1,273004.34,250574.43,285570.65
2022-12-26,294639.21,275344.64,166466.59,166466.59,6432.41,5525.6,6449.23,6464.29,6063.08,5849.52,5967.37,6180.29,263652.81,276396.73,283814.38,280718.83,268017.04,296362.63,313224.98,283145.18,286595.26,267102.7,272216.75,263504.1,273004.34,250574.43
2022-12-27,278382.65,250841.41,147847.23,147847.23,6548.15,6930.35,5525.6,6449.23,6464.29,6063.08,5849.52,5967.37,294639.21,263652.81,276396.73,283814.38,280718.83,268017.04,296362.63,275344.64,283145.18,286595.26,267102.7,272216.75,263504.1,273004.34
2022-12-28,275593.02,277808.01,166132.55,166132.55,5958.41,7275.49,6930.35,5525.6,6449.23,6464.29,6063.08,5849.52,278382.65,294639.21,263652.81,276396.73,283814.38,280718.83,268017.04,250841.41,275344.64,283145.18,286595.26,267102.7,272216.75,263504.1
2022-12-29,289921.7,274142.03,172301.32,172301.32,6191.27,6378.37,7275.49,6930.35,5525.6,6449.23,6464.29,6063.08,275593.02,278382.65,294639.21,263652.81,276396.73,283814.38,280718.83,277808.01,250841.41,275344.64,283145.18,286595.26,267102.7,272216.75
2022-12-30,271450.16,264315.62,156440.15,156440.15,6218.76,6582.37,6378.37,7275.49,6930.35,5525.6,6449.23,6464.29,289921.7,275593.02,278382.65,294639.21,263652.81,276396.73,283814.38,274142.03,277808.01,250841.41,275344.64,283145.18,286595.26,267102.7
2022-12-31,298040.28,287383.86,182425.19,182425.19,6564.5,6513.84,6582.37,6378.37,7275.49,6930.35,5525.6,6449.23,271450.16,289921.7,275593.02,278382.65,294639.21,263652.81,276396.73,264315.62,274142.03,277808.01,250841.41,275344.64,283145.18,286595.26
2023-01-01,269391.24,337580.79,190892.83,190892.83,4917.75,6845.2,6513.84,6582.37,6378.37,7275.49,6930.35,5525.6,298040.28,271450.16,289921.7,275593.02,278382.65,294639.21,263652.81,287383.86,264315.62,274142.03,277808.01,250841.41,275344.64,283145.18
2023-01-02,282645.84,325809.82,185357.88,185357.88,5906.33,5127.82,6845.2,6513.84,6582.37,6378.37,7275.49,6930.35,269391.24,298040.28,271450.16,289921.7,275593.02,278382.65,294639.21,337580.79,287383.86,264315.62,274142.03,277808.01,250841.41,275344.64
2023-01-03,270767.9,302412.99,172497.4,172497.4,5373.37,6384.18,5127.82,6845.2,6513.84,6582.37,6378.37,7275.49,282645.84,269391.24,298040.28,271450.16,289921.7,275593.02,278382.65,325809.82,337580.79,287383.86,264315.62,274142.03,277808.01,250841.41
2023-01-04,258501.29,266575.33,149955.98,149955.98,6015.32,5762.79,6384.18,5127.82,6845.2,6513.84,6582.37,6378.37,270767.9,282645.84,269391.24,298040.28,271450.16,289921.7,275593.02,302412.99,325809.82,337580.79,287383.86,264315.62,274142.03,277808.01
2023-01-05,293749.53,257208.2,152698.16,152698.16,6909.16,6386.31,5762.79,6384.18,5127.82,6845.2,6513.84,6582.37,258501.29,270767.9,282645.84,269391.24,298040.28,271450.16,289921.7,266575.33,302412.99,325809.82,337580.79,287383.86,264315.62,274142.03
2023-01-06,327432.69,247228.36,159528.81,159528.81,7228.08,7212.59,6386.31,5762.79,6384.18,5127.82,6845.2,6513.84,293749.53,258501.29,270767.9,282645.84,269391.24,298040.28,271450.16,257208.2,266575.33,302412.99,325809.82,337580.79,287383.86,264315.62
2023-01-07,367766.69,266228.28,177270.51,177270.51,7702.27,7581.34,7212.59,6386.31,5762.79,6384.18,5127.82,6845.2,327432.69,293749.53,258501.29,270767.9,282645.84,269391.24,298040.28,247228.36,257208.2,266575.33,302412.99,325809.82,337580.79,287383.86
2023-01-08,320418.66,312547.14,198296.07,198296.07,5852.16,8032.4,7581.34,7212.59,6386.31,5762.79,6384.18,5127.82,367766.69,327432.69,293749.53,258501.29,270767.9,282645.84,269391.24,266228.28,247228.36,257208.2,266575.33,302412.99,325809.82,337580.79
2023-01-09,309874.36,258214.16,161487.62,161487.62,7552.79,6268.1,8032.4,7581.34,7212.59,6386.31,5762.79,6384.18,320418.66,367766.69,327432.69,293749.53,258501.29,270767.9,282645.84,312547.14,266228.28,247228.36,257208.2,266575.33,302412.99,325809.82
