Date,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
09-04-2023,317519.45,324314.65,188884.55,188884.55,5189.64,4979.86
10-04-2023,346029.40,274291.17,190835.45,190835.45,6703.17,6143.06
11-04-2023,322341.52,256427.38,180973.51,180973.51,6813.49,6294.93
12-04-2023,324841.53,257565.90,174346.60,174346.60,6977.55,6282.15
13-04-2023,315466.25,235868.11,153461.01,153461.01,6890.49,6070.14
14-04-2023,313910.33,230192.30,151203.54,151203.54,6903.04,6249.03
15-04-2023,347326.76,208872.41,146942.69,146942.69,7163.90,6320.57
16-04-2023,317403.65,233171.53,141071.29,141071.29,6651.62,6176.53
17-04-2023,340536.55,237998.56,156959.81,150772.92,7037.56,6388.54
18-04-2023,407246.27,238656.01,163506.87,154544.39,7162.80,6740.58
19-04-2023,449838.24,219611.01,169131.76,160267.99,7431.81,7034.59
20-04-2023,395484.17,199264.10,135615.98,128539.44,7063.19,6011.26
21-04-2023,381797.93,187627.40,122440.93,111034.33,7103.74,6065.84
22-04-2023,282417.67,213262.31,108660.00,105131.37,6218.66,5639.16
23-04-2023,211456.79,289100.14,109767.90,109450.40,3919.76,3896.09
24-04-2023,248288.88,270908.47,128551.11,125255.49,5002.80,4910.88
25-04-2023,238918.50,295866.06,129752.52,128116.63,4188.00,4119.13
26-04-2023,240812.70,289393.19,130603.50,128955.35,4218.47,4129.08
27-04-2023,247486.53,297109.89,131434.63,130158.47,3975.66,3874.58
28-04-2023,246536.83,277420.62,132027.53,131225.68,4025.20,3954.43
29-04-2023,237867.75,294989.00,130559.96,130699.33,3790.61,3750.84
30-04-2023,186124.36,331153.88,116949.82,115478.31,3033.19,2998.55
01-04-2024,234366.35,220972.20,131369.87,131159.26,5218.68,4757.81
02-04-2024,232708.28,258864.05,132639.86,131768.54,4625.47,4471.91
03-04-2024,241152.77,264232.47,142860.42,141514.64,4321.82,4212.44
04-04-2024,272230.27,241621.01,149307.06,146900.63,5250.66,4986.62
05-04-2024,313666.50,231966.47,154289.81,153684.83,5867.38,5346.30
06-04-2024,307494.72,198811.20,145503.47,145503.43,6590.85,5825.78
07-04-2024,261264.42,268474.42,152347.03,152263.17,4854.02,4680.93
08-04-2024,287686.58,289722.03,181102.49,180897.91,4945.37,4621.00
09-04-2024,258710.20,324711.39,163707.05,163572.35,4440.11,4278.63
10-04-2024,264701.82,290203.03,157381.87,157299.47,4953.53,4588.98
11-04-2024,236743.40,332904.89,150957.83,149838.03,3995.40,3904.54
12-04-2024,258727.05,324605.88,166523.42,165609.15,4601.48,4392.58
13-04-2024,231832.10,375454.00,155716.97,153542.11,3829.98,3762.82
14-04-2024,208221.48,420307.96,150837.56,150379.11,3357.18,3299.50
15-04-2024,260899.41,379731.91,167588.34,166265.60,3808.03,3765.50
16-04-2024,254740.96,312023.85,156963.75,157004.42,4417.08,4295.18
17-04-2024,267933.37,297890.03,155410.64,155410.64,5010.96,4943.24
18-04-2024,331304.30,228518.25,125627.99,125627.99,6840.33,5930.14
19-04-2024,255958.81,255161.74,119994.56,119994.56,5900.71,5148.02
20-04-2024,232659.82,271554.83,121751.63,121751.63,5648.25,5123.71
21-04-2024,175397.77,318420.88,110758.58,110758.58,4228.95,3934.10
22-04-2024,211731.27,266393.92,110004.47,110004.47,5003.51,4550.97
23-04-2024,237028.22,295514.80,127476.45,127476.45,5230.32,4661.75
24-04-2024,233424.59,276685.25,116900.27,116900.27,5188.29,4700.91
25-04-2024,201643.97,292605.81,104714.13,104714.13,4674.48,4288.40
26-04-2024,217513.78,271843.31,111266.21,111266.21,5034.43,4588.09
27-04-2024,285103.18,237046.54,117022.13,117022.13,6290.48,5326.19
28-04-2024,271031.22,255399.00,128038.11,128038.11,5873.02,5046.06
29-04-2024,344819.66,194771.10,110986.85,110986.85,6578.60,5324.56
30-04-2024,347469.90,216302.97,124266.89,124266.89,6785.37,5418.07
01-08-2022,189866.57,242448.61,136052.62,136052.62,5236.60,5087.28
02-08-2022,178423.06,218916.52,122437.91,122437.91,5758.49,5563.14
03-08-2022,223306.75,224770.42,129436.46,129436.45,5948.98,6076.16
04-08-2022,223983.08,178902.48,127772.30,127772.30,7202.77,7273.63
05-08-2022,194018.82,192578.96,118037.31,118037.31,6725.35,6990.02
06-08-2022,193219.82,213743.38,120104.73,120104.73,5924.33,6246.36
07-08-2022,143661.81,253869.66,95909.38,95909.38,3970.45,4193.24
08-08-2022,141454.69,216538.54,90731.66,90731.66,4409.94,4850.73
09-08-2022,127229.78,243890.77,88965.76,88965.76,3689.84,3733.82
10-08-2022,131881.41,257475.58,95732.20,95732.20,3751.20,3730.43
11-08-2022,118338.31,317163.73,87600.13,87600.13,3297.45,3223.90
12-08-2022,138315.49,290051.60,102948.96,102948.96,3337.33,3225.77
13-08-2022,163696.45,267127.22,101886.67,101886.67,3721.39,3659.39
14-08-2022,151479.15,254204.34,101908.40,101908.40,3656.77,3770.17
15-08-2022,143935.33,284952.84,105917.66,105917.66,3146.19,3360.07
16-08-2022,197017.34,233126.87,116816.37,116816.37,5386.18,5521.38
17-08-2022,194998.26,226679.27,114805.82,114805.82,5293.01,5499.44
18-08-2022,188788.86,241095.42,120756.90,120756.90,4888.55,5120.14
19-08-2022,146054.84,147561.74,67252.69,67252.69,4619.53,4810.69
20-08-2022,161114.32,181235.48,88887.15,88887.15,5629.26,5683.35
21-08-2022,122423.69,257517.06,92763.49,92763.49,3397.65,3497.15
22-08-2022,169003.01,218866.49,92898.38,92898.38,4617.40,4912.62
23-08-2022,194019.77,281132.77,120883.28,120883.28,4415.51,4436.79
24-08-2022,189727.89,278388.31,122136.06,122136.06,4298.82,4390.89
25-08-2022,256267.43,230140.51,138000.20,138000.20,5644.89,5713.15
26-08-2022,249566.82,198259.58,132938.50,132938.50,6632.20,6836.29
27-08-2022,248534.20,191696.34,133251.78,133251.78,7365.03,7431.38
28-08-2022,220444.87,218693.11,127119.63,127119.63,6048.35,6333.57
29-08-2022,249554.38,190350.72,129965.58,129965.58,7373.20,7313.42
30-08-2022,268711.68,214007.11,147486.79,147486.79,7368.90,7281.16
31-08-2022,271619.66,234439.10,157298.46,157298.46,7403.77,7295.02
01-08-2023,265055.74,262326.57,145052.93,145052.93,5136.96,5517.60
02-08-2023,192560.84,306353.11,120402.46,120402.46,3729.75,3749.36
03-08-2023,187433.01,325436.82,107467.45,107467.45,3387.97,3425.42
04-08-2023,251942.43,335873.98,136694.43,136694.43,3962.75,4082.89
05-08-2023,258948.10,329045.84,153662.81,153662.81,4306.35,4477.53
06-08-2023,216374.99,365217.74,123898.90,123898.90,3366.07,3394.14
07-08-2023,251063.54,283980.28,142366.68,142366.68,4880.85,4981.41
08-08-2023,258016.41,264083.72,140947.93,140947.93,5090.24,4763.33
09-08-2023,326753.92,221847.85,143561.61,143561.61,6404.96,5848.38
10-08-2023,369328.86,193575.71,142534.77,142534.77,7437.28,6898.43
11-08-2023,477838.24,182810.22,145614.94,145614.94,7991.22,7254.88
12-08-2023,392298.09,168351.77,121571.55,121571.55,7799.78,7211.70
13-08-2023,272955.31,218837.32,129880.28,129880.28,5882.67,5417.83
14-08-2023,325978.46,215365.09,145464.64,145464.64,6205.69,5529.26
15-08-2023,236329.10,242553.32,143896.39,143896.39,5364.07,5088.42
16-08-2023,350149.57,166092.37,139489.21,139489.21,7733.41,7142.36
17-08-2023,394775.08,146581.80,126134.91,126134.91,8937.44,8524.29
18-08-2023,394698.75,136249.32,120210.73,120210.73,9229.41,8889.99
19-08-2023,379101.78,142428.11,124459.90,124459.90,8906.86,8351.18
20-08-2023,300616.06,180688.70,116237.30,116237.30,6903.68,6243.17
21-08-2023,343499.91,152521.64,117683.24,117683.24,8033.56,7443.81
22-08-2023,411581.06,133428.98,112015.01,112015.01,9363.97,9033.26
23-08-2023,445868.61,105555.91,76230.49,76230.49,9326.53,8981.07
24-08-2023,313931.25,153529.31,110352.13,110352.13,8156.60,7556.56
25-08-2023,342323.01,159342.16,119495.39,119495.39,8305.16,7866.72
26-08-2023,325610.04,162819.53,122629.88,122629.88,7930.15,7386.42
27-08-2023,242652.79,211483.66,124192.29,124192.29,6341.90,5880.76
28-08-2023,357093.58,166026.83,120284.66,120284.66,7961.62,7472.99
29-08-2023,336259.42,153033.78,105870.06,105870.06,7921.92,7494.13
30-08-2023,364208.16,149459.93,111713.98,111713.98,8640.80,8172.96
31-08-2023,472716.72,95704.88,91390.97,91390.97,9072.23,8789.03
01-08-2024,383190.19,250362.55,169456.82,168742.79,6641.64,5818.32
02-08-2024,256176.76,259528.43,162680.81,161187.07,5007.49,4598.37
03-08-2024,244197.54,304194.62,166544.32,159988.89,4863.73,4499.18
04-08-2024,182485.61,471426.65,152248.89,151851.23,2830.93,2834.53
05-08-2024,247069.09,318221.63,182387.52,178154.89,4592.42,4516.84
06-08-2024,247366.18,295158.59,178861.57,177103.40,4734.02,4429.14
07-08-2024,223803.99,245451.56,152536.72,152536.72,5055.21,4756.73
08-08-2024,224314.04,299469.62,155763.61,155763.61,4446.10,4157.47
09-08-2024,200607.47,322768.27,147946.83,147946.83,4015.53,3881.30
10-08-2024,212324.18,344414.37,156251.39,156251.39,4251.69,4148.55
11-08-2024,217826.05,386247.96,164902.30,164902.30,3378.35,3384.68
12-08-2024,230781.90,284823.47,153144.55,153144.55,4701.43,4384.42
13-08-2024,240586.41,264276.91,149109.07,149109.07,5133.25,4649.71
14-08-2024,299913.35,285971.01,166619.92,166619.92,5665.45,5074.02
15-08-2024,235770.47,326971.00,148704.93,148704.93,4898.03,5025.83
16-08-2024,341921.98,249047.42,155487.37,155487.37,5783.58,5103.52
17-08-2024,296359.32,290621.48,165023.47,165023.47,5426.05,4856.45
18-08-2024,186149.81,341108.60,139162.84,139162.84,3951.54,4032.68
19-08-2024,239727.03,308370.75,154657.65,154657.65,4728.72,4184.59
20-08-2024,269966.68,300583.03,157125.97,157125.97,4783.31,4293.53
21-08-2024,168811.43,343248.32,126331.65,126331.65,3807.19,3759.41
22-08-2024,223949.64,373635.06,157807.09,157807.09,4348.32,4400.55
23-08-2024,223741.12,316757.30,148956.16,148956.16,4292.78,4418.13
24-08-2024,183632.29,315423.41,127308.27,127308.27,3824.66,3910.18
25-08-2024,157185.19,477063.29,123148.52,123148.52,2251.56,2303.56
26-08-2024,122915.57,430835.81,100597.98,100597.98,1956.41,1993.12
27-08-2024,189879.39,465616.21,153190.07,153190.07,2461.03,2456.08
28-08-2024,235509.57,414423.31,163256.72,163256.72,3608.79,3513.19
29-08-2024,210463.98,404507.60,147772.74,147772.74,3141.33,3060.11
30-08-2024,225595.13,387593.92,163339.64,163339.64,4194.31,4135.07
31-08-2024,195953.17,347110.64,136803.29,136803.29,4110.82,4309.42
01-12-2022,247794.19,297046.55,167137.38,167137.38,4826.15,5127.33
02-12-2022,248680.37,312988.53,170348.30,170348.30,4726.99,4980.23
03-12-2022,294469.26,288329.74,180473.58,180473.58,5245.35,5505.29
04-12-2022,241119.33,315654.22,159131.60,159131.60,4155.47,4299.52
05-12-2022,252676.18,281988.77,158102.17,158102.17,5102.56,5555.13
06-12-2022,251377.15,296851.93,160206.63,160206.63,4766.95,5127.80
07-12-2022,277497.92,285443.71,165922.32,165922.32,5176.22,5576.53
08-12-2022,274780.73,287733.59,168509.62,168509.62,5068.01,5349.66
09-12-2022,277253.86,293367.72,171317.91,171317.91,5120.53,5478.82
10-12-2022,255616.33,333291.02,170945.32,170945.32,4268.29,4453.74
11-12-2022,212628.14,335550.59,137731.11,137731.11,3684.65,3802.36
12-12-2022,223659.32,308351.91,134932.33,134932.33,4208.06,4474.59
13-12-2022,208423.20,304409.51,130072.45,130072.45,4144.56,4453.98
14-12-2022,234040.91,295672.46,135547.71,135547.71,4249.75,4514.82
15-12-2022,251707.56,294918.29,146791.33,146791.33,4420.31,4734.31
16-12-2022,290042.91,274641.35,161467.54,161467.54,5037.04,5330.57
17-12-2022,296151.29,264116.21,163995.07,163995.07,5434.89,5684.98
18-12-2022,292695.59,285570.65,174483.47,174483.47,4886.80,5159.95
19-12-2022,313224.98,250574.43,168158.43,168158.43,5925.16,6180.29
20-12-2022,296362.63,273004.34,174137.15,174137.15,5734.40,5967.37
21-12-2022,268017.04,263504.10,155896.67,155896.67,5451.00,5849.52
22-12-2022,280718.83,272216.75,164183.24,164183.24,5684.34,6063.08
23-12-2022,283814.38,267102.70,155039.85,155039.85,6070.49,6464.29
24-12-2022,276396.73,286595.26,159516.46,159516.46,5885.97,6449.23
25-12-2022,263652.81,283145.18,151775.66,151775.66,5169.75,5525.60
26-12-2022,294639.21,275344.64,166466.59,166466.59,6432.41,6930.35
27-12-2022,278382.65,250841.41,147847.23,147847.23,6548.15,7275.49
28-12-2022,275593.02,277808.01,166132.55,166132.55,5958.41,6378.37
29-12-2022,289921.70,274142.03,172301.32,172301.32,6191.27,6582.37
30-12-2022,271450.16,264315.62,156440.15,156440.15,6218.76,6513.84
31-12-2022,298040.28,287383.86,182425.19,182425.19,6564.50,6845.20
01-12-2023,203293.18,284665.54,137514.85,137514.85,3880.09,4173.46
02-12-2023,222822.50,291017.49,157587.31,157587.31,3860.54,4001.94
03-12-2023,185467.09,336815.06,143444.92,143444.92,3060.60,3115.12
04-12-2023,186301.44,296083.77,135434.19,135434.19,3339.39,3442.59
05-12-2023,191511.75,293773.49,136826.29,136826.29,3403.99,3532.34
06-12-2023,185072.89,314548.06,139123.30,139123.30,3300.12,3471.54
07-12-2023,232534.93,305207.23,156886.02,156886.02,3864.30,4191.64
08-12-2023,246458.84,296177.11,170055.51,170055.51,4101.27,4469.35
09-12-2023,210692.48,356679.68,155886.37,155886.37,3699.59,4021.63
10-12-2023,196048.32,352434.26,140891.41,140891.41,3071.37,3151.59
11-12-2023,242876.46,326590.41,152894.54,152894.54,4072.33,4181.95
12-12-2023,279469.99,303552.86,161216.92,161216.92,4390.94,4580.79
13-12-2023,312669.10,305433.52,177896.24,177896.24,4859.40,4974.82
14-12-2023,305763.36,281723.74,166844.19,166844.19,5033.55,5199.99
15-12-2023,301546.59,285917.77,162366.99,162366.99,4916.79,5030.50
16-12-2023,299137.39,272225.31,151364.29,151364.29,5027.81,5060.32
17-12-2023,223951.52,324523.18,154636.17,154636.17,3557.75,3650.34
18-12-2023,250287.89,331934.59,161142.41,161142.41,4012.40,4125.96
19-12-2023,249943.55,305241.76,154512.46,154512.46,4494.99,4589.11
20-12-2023,266731.45,287889.58,149174.08,149174.08,4785.80,4917.01
21-12-2023,302505.79,287157.80,152865.98,152865.98,5177.72,5248.24
22-12-2023,348946.14,261738.24,151944.35,151944.35,5723.86,5708.22
23-12-2023,318176.73,254852.61,145346.28,145346.28,5977.95,5891.95
24-12-2023,261015.47,313337.54,151084.46,151084.46,4140.64,4279.48
25-12-2023,293836.83,263953.84,134770.11,134770.11,4703.72,4562.09
26-12-2023,316960.32,263290.43,149639.88,149639.88,5887.18,5822.80
27-12-2023,346389.57,254103.73,152249.70,152249.70,6124.52,6103.71
28-12-2023,339948.95,271975.20,164039.80,164039.80,5934.88,5938.28
29-12-2023,338771.36,294339.56,167863.97,167863.97,5693.30,5747.11
30-12-2023,337444.55,272850.34,157730.25,157730.25,5850.06,5910.77
31-12-2023,274720.00,310274.13,164320.82,164320.82,5010.38,5368.16
01-12-2024,253428.90,473516.91,173104.29,173104.29,3039.12,3112.75
02-12-2024,279294.07,438349.85,177655.52,177655.52,3558.66,3647.58
03-12-2024,264496.25,463681.41,178673.36,178673.36,3368.41,3425.39
04-12-2024,270406.18,470505.15,200472.23,200472.23,3165.77,3194.21
05-12-2024,326590.94,427901.00,191074.23,191074.23,3951.46,3976.04
06-12-2024,347294.17,414316.46,197880.45,197880.45,4187.52,4257.05
07-12-2024,354168.56,413555.95,178417.04,178417.04,3526.05,3532.74
08-12-2024,266231.59,471800.15,182813.62,182813.62,3021.62,3038.35
09-12-2024,293283.53,434265.45,197825.89,197825.89,3517.56,3490.21
10-12-2024,314857.91,469746.98,213416.15,213416.15,3589.08,3542.18
11-12-2024,332935.53,469358.89,211521.94,211521.94,3906.30,3756.38
12-12-2024,339630.60,471148.62,222663.54,222663.54,3894.05,3830.93
13-12-2024,345049.45,476444.86,222258.91,222258.91,3874.57,3821.82
14-12-2024,317870.74,496965.84,220060.78,220060.78,3447.77,3460.21
15-12-2024,305881.19,570180.61,222828.55,222828.55,2931.39,2942.39
16-12-2024,351483.48,474501.88,227625.01,227625.01,3924.78,3906.44
17-12-2024,355394.52,468746.55,233444.66,233444.66,3988.92,4030.71
18-12-2024,381355.14,438688.04,225681.94,225681.94,4550.24,4339.66
19-12-2024,356581.82,422513.68,213813.87,213813.87,4698.72,4474.02
20-12-2024,369948.93,429620.31,220632.95,220632.95,4488.84,4252.01
21-12-2024,377195.99,436641.93,226307.50,226307.50,4449.14,4208.04
22-12-2024,352705.53,536624.98,256030.90,256030.90,3336.43,3366.49
23-12-2024,404481.96,489937.10,255570.93,255570.93,4489.84,4309.26
24-12-2024,409075.55,460637.17,243700.18,243700.18,4737.73,4501.65
25-12-2024,377388.39,499549.18,254278.15,254278.15,4290.38,4266.84
26-12-2024,359103.96,444586.19,217009.25,217009.25,4542.36,4390.75
27-12-2024,365948.06,465431.38,231316.80,231316.80,4471.04,4446.86
28-12-2024,334287.75,487303.34,224911.69,224911.69,3658.73,3616.90
29-12-2024,244208.52,563066.18,189396.45,189396.45,2934.30,2890.93
30-12-2024,341145.61,444709.15,223029.05,223029.05,4659.31,4567.48
31-12-2024,314488.10,440971.40,209712.45,209712.45,4516.62,4384.21
01-02-2023,211303.96,268631.87,136155.69,136155.69,4920.16,5034.69
02-02-2023,217621.95,257144.15,136087.55,136087.55,5054.95,5146.64
03-02-2023,236145.92,290766.74,152397.21,152397.21,4855.84,4921.02
04-02-2023,242852.16,286389.93,153648.36,153648.36,4873.16,4946.96
05-02-2023,246769.58,311863.50,168199.72,168199.72,4201.78,4359.48
06-02-2023,261470.14,277810.75,161082.70,161082.70,5152.91,5326.01
07-02-2023,241175.95,318713.10,169105.74,169105.74,4299.96,4430.70
08-02-2023,260421.66,306153.70,175004.22,175004.22,4770.82,4869.69
09-02-2023,272879.23,276615.65,162702.37,162702.37,5185.48,5291.51
10-02-2023,295234.11,261407.94,167136.09,167136.09,5608.81,5634.19
11-02-2023,298379.05,254108.21,152619.61,152619.61,5928.30,6316.33
12-02-2023,266678.99,271945.00,160694.38,160694.38,5086.71,5708.25
13-02-2023,342320.19,243896.27,175569.43,175569.43,6796.67,6930.66
14-02-2023,353348.61,243652.74,191445.76,191445.76,6878.96,6924.12
15-02-2023,365032.93,220645.67,189237.16,189237.16,7410.58,7218.70
16-02-2023,351198.95,202901.53,173413.58,173413.58,7852.45,7459.72
17-02-2023,373743.07,204762.58,180784.43,180784.43,8473.96,8005.33
18-02-2023,368796.84,192800.37,175040.95,175040.95,8960.79,8403.27
19-02-2023,319073.30,266615.42,202998.70,202998.70,6126.14,6238.80
20-02-2023,337645.41,213304.26,173760.67,173760.67,7994.39,7669.67
21-02-2023,343545.35,208876.99,177546.97,177546.97,8114.45,7630.38
22-02-2023,313715.62,202902.48,163736.39,163736.39,7244.28,6839.43
23-02-2023,351417.11,195176.47,165816.81,165816.81,7838.08,7463.42
24-02-2023,346653.46,166073.56,145363.97,145363.97,8368.20,7939.63
25-02-2023,329393.97,174846.55,154600.20,154600.20,8861.24,8683.59
26-02-2023,343012.19,199198.70,169964.86,169964.86,8124.89,8149.63
27-02-2023,389806.61,180469.40,163891.18,163891.18,8988.42,8708.11
28-02-2023,349935.69,175739.47,160758.46,160758.46,9081.91,8834.38
01-02-2024,348900.74,239216.20,155837.68,155837.68,6488.42,6750.15
02-02-2024,281080.60,267417.84,153312.58,153312.58,5669.97,6056.55
03-02-2024,278566.75,242671.75,139711.11,139711.11,6095.60,6124.64
04-02-2024,200380.69,332364.22,143243.94,143243.94,4219.71,4413.23
05-02-2024,250095.37,306286.66,160155.89,160155.89,5607.33,5830.70
06-02-2024,260963.39,311292.99,170887.18,170887.18,5461.63,5558.04
07-02-2024,274350.45,268801.04,156845.76,156845.76,5720.97,5622.75
08-02-2024,285676.68,270054.82,162057.15,162057.15,5704.01,5720.30
09-02-2024,308977.99,278885.72,167780.48,167780.48,5800.99,5728.71
10-02-2024,308977.99,278885.72,159084.98,159084.98,5639.30,5647.42
11-02-2024,208744.47,323326.88,151768.08,151768.08,4132.40,4286.22
12-02-2024,309677.78,290262.46,177340.91,177340.91,5897.70,5969.97
13-02-2024,320912.49,292592.95,187533.93,187533.93,5841.73,5800.24
14-02-2024,298279.58,299351.89,176510.26,176510.26,5417.55,5414.29
15-02-2024,266106.61,308578.07,165493.13,165493.13,4904.79,5048.25
16-02-2024,254863.52,301197.82,162603.26,162603.26,4757.88,4813.34
17-02-2024,238399.19,319012.26,158925.76,158925.76,4221.24,4266.13
18-02-2024,190901.67,309137.42,127296.97,127296.97,3725.35,3744.33
19-02-2024,238008.65,317830.85,157697.60,157697.60,4034.97,4041.25
20-02-2024,226909.98,333515.67,155100.29,155100.29,3876.59,3914.29
21-02-2024,247695.39,336042.13,156654.89,156654.89,3947.24,4031.70
22-02-2024,278275.26,355964.83,185278.58,184731.76,4120.41,4183.44
23-02-2024,312469.55,313696.38,185294.95,185308.55,4983.16,5046.42
24-02-2024,321529.47,292396.04,191373.86,191373.86,5122.12,5066.21
25-02-2024,241041.29,347305.91,162973.16,162973.16,3814.36,3848.27
26-02-2024,286424.52,319550.50,188660.88,188660.88,4811.37,4828.39
27-02-2024,260392.04,346445.26,181355.16,181355.16,4003.14,4065.76
28-02-2024,222878.97,301908.07,147763.01,147763.01,3973.04,3974.82
29-02-2024,252322.82,272312.14,153740.61,153740.61,4836.18,4942.23
01-02-2025,351162.97,370868.74,201484.12,201484.12,4892.69,4799.35
02-02-2025,254161.56,390319.00,177055.90,177055.90,3470.61,3527.68
03-02-2025,313188.40,363078.36,182783.56,182783.56,4607.04,4454.01
04-02-2025,331274.58,374931.48,190288.00,190288.00,4552.76,4395.15
05-02-2025,340586.31,374189.51,191412.53,191412.53,4627.16,4500.54
06-02-2025,357829.10,359226.05,196403.44,196403.44,4713.24,4507.67
07-02-2025,326844.46,372585.25,188680.27,188680.27,4469.91,4266.61
08-02-2025,315440.68,422962.20,196422.41,196422.42,3917.08,3840.86
09-02-2025,290825.10,467936.83,200661.16,200661.16,3266.59,3236.31
10-02-2025,345423.44,375601.06,188666.05,188666.05,4432.76,4403.15
11-02-2025,376026.53,368926.19,190479.05,190479.05,4431.14,4445.19
12-02-2025,382013.97,355057.45,199475.71,199475.71,4792.41,4733.48
13-02-2025,396962.57,348476.68,201250.75,201250.75,4870.72,4831.11
14-02-2025,371928.33,348544.22,193533.84,193533.84,4571.41,4543.10
15-02-2025,306966.66,380875.92,195265.37,195265.37,4129.35,4207.20
16-02-2025,284972.06,456643.55,189350.47,189350.47,3143.99,3171.06
17-02-2025,352384.69,388676.12,202471.42,202471.42,4376.56,4462.15
18-02-2025,355561.68,371163.05,195744.33,195744.33,4327.33,4333.93
19-02-2025,354564.56,329901.34,179167.82,179167.82,4474.99,4386.34
20-02-2025,371086.66,341211.41,185286.35,185286.35,4501.50,4361.55
21-02-2025,397365.65,338644.49,196572.12,196572.12,4847.23,4710.22
22-02-2025,386028.79,360164.94,209834.75,209834.75,4690.03,4522.51
23-02-2025,335200.10,375065.27,202352.79,202352.79,3895.73,4010.38
24-02-2025,369139.56,348599.48,198666.05,198666.05,4753.77,4591.44
25-02-2025,362686.28,338530.60,190146.14,190146.14,4674.27,4576.14
26-02-2025,338522.97,323795.66,175451.10,175451.10,4381.50,4288.75
27-02-2025,348558.07,359002.25,197723.94,197723.94,4344.86,4302.67
28-02-2025,361386.27,330349.83,191969.13,191969.13,4519.81,4578.70
01-01-2023,269391.24,337580.79,190892.83,190892.83,4917.75,5127.82
02-01-2023,282645.84,325809.82,185357.88,185357.88,5906.33,6384.18
03-01-2023,270767.90,302412.99,172497.40,172497.40,5373.37,5762.79
04-01-2023,258501.29,266575.33,149955.98,149955.98,6015.32,6386.31
05-01-2023,293749.53,257208.20,152698.16,152698.16,6909.16,7212.59
06-01-2023,327432.69,247228.36,159528.81,159528.81,7228.08,7581.34
07-01-2023,367766.69,266228.28,177270.51,177270.51,7702.27,8032.40
08-01-2023,320418.66,312547.14,198296.07,198296.07,5852.16,6268.10
09-01-2023,309874.36,258214.16,161487.62,161487.62,7552.79,7646.32
10-01-2023,335655.65,214000.02,145166.70,145166.70,8085.17,8083.20
11-01-2023,353048.71,177537.26,129044.07,129044.07,8686.97,8390.68
12-01-2023,338604.64,214304.52,154714.01,154714.01,8412.51,8339.16
13-01-2023,352693.96,218982.82,155553.56,155553.56,8522.05,8285.68
14-01-2023,325948.45,209218.83,145186.67,145186.67,7832.26,7811.71
15-01-2023,275474.31,252025.00,153710.99,153710.99,6429.60,6657.68
16-01-2023,234811.62,261193.51,144140.43,144140.43,6207.22,6597.60
17-01-2023,286823.45,264912.02,147851.32,147851.32,6338.73,6622.98
18-01-2023,290320.30,279681.48,152018.94,152018.94,6024.38,6366.57
19-01-2023,308216.86,292319.13,164259.23,164259.23,6309.66,6740.78
20-01-2023,307220.22,249082.11,144366.45,144366.45,6958.49,7418.49
21-01-2023,321007.43,281724.99,167166.88,167166.88,6935.78,7465.37
22-01-2023,278992.61,333563.50,161253.55,161253.55,4668.63,4819.03
23-01-2023,299775.33,305806.64,163594.73,163594.73,6043.37,6562.15
24-01-2023,256890.71,348437.42,170399.88,170399.88,4912.40,5294.02
25-01-2023,248885.00,312135.88,164743.26,164743.26,5037.62,5266.88
26-01-2023,189963.62,301587.89,129238.75,129238.75,3884.87,4071.50
27-01-2023,222370.75,300111.09,143343.84,143343.84,4615.84,4738.51
28-01-2023,254680.32,290338.68,163357.83,163357.83,4982.02,5026.23
29-01-2023,246433.53,347167.87,169741.05,169741.05,3938.92,4053.81
30-01-2023,276369.59,318474.50,184870.42,184870.42,4975.26,5004.88
31-01-2023,215487.05,304898.28,146254.51,146254.51,4288.90,4389.69
01-01-2024,290276.97,323576.93,177609.37,177609.37,5221.65,5510.02
02-01-2024,307354.13,294033.70,165873.11,165873.11,5575.56,5804.13
03-01-2024,261073.67,308382.67,158148.80,158148.80,5076.23,5431.58
04-01-2024,334977.00,308406.24,175979.09,175979.09,5574.80,5672.05
05-01-2024,370424.01,300997.96,180627.34,180627.34,5693.79,5894.56
06-01-2024,324946.49,286664.66,175617.39,175617.39,5698.24,5900.10
07-01-2024,279388.69,305203.61,177341.29,177341.29,5078.34,5509.53
08-01-2024,314634.53,284617.87,169734.57,169734.57,5767.05,5976.61
09-01-2024,291554.04,308026.60,176334.64,176334.64,5191.33,5324.97
10-01-2024,331156.46,331713.67,195502.85,195502.85,5547.23,5600.95
11-01-2024,316956.96,360614.93,197335.21,197335.21,5204.93,5402.85
12-01-2024,313859.46,359543.12,195872.00,195872.00,5189.45,5305.98
13-01-2024,306894.34,355256.89,185317.18,185317.18,5231.07,5519.68
14-01-2024,284744.78,348943.92,178291.94,178291.94,4293.63,4512.62
15-01-2024,326590.64,307650.28,174438.98,174438.98,5798.16,6052.26
16-01-2024,331239.11,283748.16,165866.60,165866.60,6019.62,6218.95
17-01-2024,331362.74,281687.11,171061.05,171061.05,5900.70,6273.93
18-01-2024,358700.03,270017.26,175151.98,175151.98,6178.47,6483.29
19-01-2024,374128.68,265646.77,173022.49,173022.49,6354.83,6571.90
20-01-2024,385933.33,256611.16,170267.96,170267.96,6538.15,6584.35
21-01-2024,306685.71,278862.72,172800.56,172800.56,5731.82,6002.46
22-01-2024,393013.51,263095.99,177953.24,177953.24,6623.44,6837.85
